sentence,sentiment
but be shrink wash by wash,0
very satisfied,1
not the most luxurious fabric,2
but didnt expect that for the money,1
great for casual wear,1
wash it once so far and seem to have hold up nicely,1
great quality and fit,1
shirt be fall apart,0
start happen right after return date,2
buying this brand be waste of money,0
i order red black and navy,0
after many wash they havent fade,0
they have hold their color well than the more expensive chap brand that use to buy which fade after only couple of wash,1
the material and colorfastness be not as good as have hop,2
but it fit well and should last,1
nice shirt,1
hasnt shrunk or fade,0
what difference collar make for classiness,0
good work shirt for the money,1
perfect uniform shirt,1
good price,1
great deal fit fine,1
perfect,1
i ’ ve bought of them,0
but in different color,1
the white one make great boatingfishing shirt,1
will definitely buy more,1
uncomfortable material,2
love this shirt,1
be little small than expect base on their sizing chart,2
this be really just tshirt material,1
and not even soft,2
with decent collar attach,0
thats why it be so inexpensive,0
not really polo type shirt at all,2
i like the fit and look of the shirt,1
la tela esta muy bien pero e demasiado grande para la talla que dice ser,0
i have never write clothing review before,0
but will say they be the absolute best shirt you can buy for the price,1
true fit may be little too baggy before first wash,2
if the color continue to stay will buy the rest of them,1
i be confuse by all the negative review,0
but take chance and get some pretty solid shirt,0
i have black purple and navy,0
i will probably be order the rest of the color,1
nice shirt for great price,1
use the shirt for work,0
great fit,1
great shirt,1
very comfortable,1
a great shirt and it just as be describe,1
perfect fit and quality,1
i will buy more for sure,1
run little small,2
material be too loose doesn ’ t keep its shape,2
poor quality,2
but the price be low as well,1
u get what pay for,0
fit well,1
be comfortable,1
great,1
great for work will order more color,1
very nice and soft febric only one thing length be to big,1
nice fit,1
slightly thinner material than what expect,2
but otherwise well make,1
great shirt and great price,1
mom get this for my future husband and he love it,1
he be big and tall guy and it fit perfectly,1
good color nice material,1
large color selection comfortable fabric plan on order more,1
fit somewhat large than expect,2
im stand roughly foot inch and weigh around kg plus or minus,0
fabric be bit coarse not enough to keep me from wear it,2
but bit unusual,0
the fabric be nice if you dont like shiny synthetic,1
good value,1
it look okey until my husband try it on,0
the length be good,1
but this shirt doesnt streatch as expect for jerzee,0
my husband be medium build and the forearm part be so tight even when try to streatch them as much as possible,2
i regret to purchase this,1
it be nice and comfy shirt,1
right size,1
very nice shirt,1
it fit horrible,1
i like wear it work and it be comfortable to wear,1
good quality,1
but more big as expect,0
product be expect quality and shipping be fast,1
a new favorite,1
very small and do not fit,2
you get what you pay for great shirt for golf and tennis,1
but not great for work dinner,1
serve well,1
perfect fit and comfortable,1
sleeve be so long it look goofy,0
the sleves be little long than expect,2
quality of the shirt be good,1
they be nice shirt,1
soft material wash well,1
this shirt be so nasty it look really good,1
the sleeve fit nice and tight and arent baggy,2
great shirt for the price,1
i always have problem with shirt shrink after think find one that fit well,1
but this one have not shrink at all,2
have stand up to weekly wear for at least six month so far,0
love these shirt long last great fit,1
great,1
great,1
the color be beautiful,1
it fit just like expect,1
there be nothing dont like about the shirt,0
very pleased,1
comfortable,1
great price,1
after the first buy two more,0
great fit and price,1
soft,1
comfortable,1
nice look for my business,1
good price,1
great fit,1
nice and tight on the arm and chest which like,1
the shirt be good quality,1
fit be as expect,1
and it arrive in perfect condition within four day of my order,1
great fit and not too hot,1
good decent collar shirt that do the job,1
im big person and this shirt fit me perfectly,1
the material be exactly as describe this shirt be very light and breath well,1
great fit,1
good,1
good,1
no me agrado el productono tiene calidad cuando lo fui devolver me quieren cobrar lo ma caro que lo que me costo de verdad son una estafa,0
perfect fit for my husband and they be such good quality for the pricewill order this again,1
material be super thin and see through and seller want me to pay to return,2
really unhappy,1
jerzees be brand always think be good as well as durable,1
these shirt be great and come at great price,1
good quality with good price tag,1
what could be good,1
the shirt fit as advertised,1
not bad for the price,2
material be little thin,2
but if you be in hot weather that be not bad,2
nice shirt,1
second time ive purchase these shirt for work,1
the first one last almost year,0
great price for wellmade shirt,1
shirt be just great for my hubby,1
he like the fit and its comfortable,1
it be exactly what we be look for,1
relaxed fit,1
but size be perfect,1
and causal,0
can ’ t beat the price,1
a slightly tight fit than be use to,2
but look great to this day,1
have yet to fade which be awesome,1
the sizing be very off,0
need to order few size big the you normally get,0
thinner than expect,1
get several of these for my grandfather he love them,1
pretty color,1
wish it be all cotton,0
good fit good price,1
excellent product,1
very thin material and not polo pique knit be more like jersey knit,2
well make,1
it fit great,1
its exactly what be look for,1
for the price you can not go wrong,0
good fit and excellent for summer,1
another great quality good fit,1
as usual have good luck buy these shirt online than in brick amp,1
mortar store,0
price be good and overall quality consistently high,1
it fit well,1
however the color seem to fade quickly,0
get different color for my father,1
he like them so much have to purchase for myself,1
fit as expect,1
i would purchase more of them if be the same price,1
item be big,2
use work,0
i have order couple xl shirt for gift and they didn ’ t fit,0
i order these be same size color and fabric and the fit good,1
now will know where to order from now on,0
to wear at church,0
love the color fit and feel of this shirt,1
it wash well,1
great shirt for the price,1
light weight,1
comfortable,1
wash well,1
iron not need,2
nice shirt fit perfect be glad ordered little big,1
need for work and be great,1
way to big,2
they need to check there side,0
do not return as they charge for return,2
a loss,0
perfect fit,1
cheap polo for the business casual mostly casual look,2
super fast shipping,1
so far they have be great shirt,1
light weight,1
but that be what want,1
im wear it now and enjoy it,0
ship fast come in on time amp,1
fit like glove,1
poor quality and all shirt after three month have hole in the underarm,2
should have know give the price,1
buyer beware,0
muy buen producto,0
the shirt fit well it be just baggy fit,1
great for casual wear,1
simple and easy to wash,1
great price,1
no collar tag,0
color fade after one wash,0
nice shirt fit good and very nice fabric,1
the color be little bright than expect,1
but still look good,1
very nice,1
pperfect for work love the fit,1
these survive trip to montreal with no wrinkling,0
wash beautifully with no color loss,0
not thick enough not very good quality,2
excellent jersey for the money highly recommend this product they do run large though,1
great value,1
still look good after wash,1
slightly thin,2
but great price and correct color,1
perfect for school uniform,1
comfortable and good for work with loose fit,1
heavy wouldnt recommend for golf or hot work condition,1
material be much thin than expect,2
try to embroider logo on shirt and it tear,0
very think and weak material,0
basically tshirt with collar add on,0
fit perfect,1
comfortable,1
and light,1
size be what you get,0
great price,1
nice shirt for the price,1
fit great,1
material be bit scratchy,2
great fitting very durable,1
and color doesnt fade when wash,0
i really like the color and the way this shirt fit,1
i will buy in more color,1
very nice,1
exactly what expect,1
great fit shirt color didnt fade at all after many wash,1
these do seem to run little on the large side,2
but theyre still good buy,1
material can really take beating,0
good product,1
simple polo do the job,0
it do shrink little even though follow the washing direction,2
i expect that and it want bad,1
id buy again,1
not very good product,1
come quick and be nice material,1
i like the long sleeve,0
muy linda la camiseta quedó la medida,0
very good product which i ’ ve purchase before,1
have to return,2
get it for work fit perfectly,1
a good shirt at fair price,1
fit just as expect slightly loose,2
but still structure enough to look nice,1
quality of material be good and the collar regain its shape pretty well after washdry,1
great fit when wash do not shrink,1
this be decent shirt for casual wear,0
fit correctly and keep its color after wash,1
i love this shirt,1
the sleeve be long enough for my arm and the shirt go below my waistline,0
quality,1
really nice shirt especially for the price,1
my son love it,1
i would definitely recommend this product,1
havent try it on yet,0
but im sure itll fit,0
the color isnt too bright although red isnt one of my favorite color,0
but im sure it will be appropriate for the occasion,0
sorry,0
but this be so long its way differently size from our local store,2
the shirt be nice im go to ask to replace with the next small size,1
thank you,1
the shirt meet our expectation,1
the polo be just what order and what want,0
fit and look great,1
it be lightweight which want because live in tropical climate,0
a nice polo shirt,1
nice shirt love it,1
what order be small red,2
but when open it up it be large,0
very disappointing,0
the blue be fine,1
very comfortable shirt will buy again,1
great shirt fit as expect good quality easy care shipping be extremely quick all around great deal highly recommend,1
sizing be good wash the shirt and it didnt shrink,0
other than that to soon to tell,1
but it look good,1
good,1
great,1
love it fit perfect and the price be just right,1
like the shirt lot,1
great shirt to dress up man wardrobe when he prefer tee shirt,1
much big than expect,2
to large to large,2
use these for work,0
construction,1
they be comfortable affordable and easy to take care of,1
nice fit and look,1
buy this for my father,1
it fit perfect and very comfortable,1
spotshield isnt very effective,0
it get dingy and spot by the wash,0
it be good quality matierial,1
very nice shirt,1
send back,0
inexpensive for reason,0
if you have thin arm thin neck and huge torso skip this shirt,2
odd fit,1
for the price these be great plus with prime they be here in day,1
washed well he like them,1
not bad shirt for the money,2
the shirt be top quality,1
water just bead off,0
air flow right through the shirt when wear,0
buy three moreplus they have different color,1
this shirt fit as expect,1
it do arrive on time and still look in great condition after few wash,1
awesome,1
fit okay,1
but material kind of scratchy,2
comfortable and fit,1
use at school program,0
nice fitting shirt,1
love it,1
the shirt fit very nice,1
and laundry great,1
order several of this shirt for work and bos say right color and style,1
deliver on time would recommend,1
good product 👍,1
fit my son wonderful,1
very pleased with the whole process,1
i really like this,1
just what need,1
comfortable,1
my son wear it to his part time job,0
it look nice,1
very comfortable,1
think about get some more color in the future,1
it fit me perfectly,1
just as expect the material be comfortable,1
be perfect,1
fine for summer wear,1
the arm length be bit too long,0
as advertised,1
as advertised,1
the tshirt with white paint in the left side,0
real good fit,1
comfortable,1
size xl be bit small,2
fabric fade and lose its smooth appearance after about month of occasional wearing,2
perfect and quality,1
i be concern the first time order one of these shirt,0
however im please with the look and fit,1
hard to beat this shirt for quality at this price,1
nice shirt,1
fit great,1
too big,0
overall good value,1
but the shirt run little large,2
we buy these as uniform,1
they be standard weight cotton,0
true to the forest green color show,1
i would like if the collar withstand wash bit well and if they have pocket,2
otherwise they be good value for the money,1
stain resistant,1
fit great,1
fit good like the way it look on my son,1
my son wear this item to school,0
great work shirt and have not fade over wash,1
wonderful shirt,1
send it back be little oversize,2
order size big cause it shrink some,0
overall great shirt,1
love how its deliver fast always,1
good fit good quality great price,1
its thin very basic shirt,0
dont expect lot and youll be okay with it,1
i imagine it will give me good wear and then ill donate it,1
fair overall give the low price,1
shirt fit as described,1
like them,1
nice basic shirt,1
just ok,1
but collor wont lay flat,0
bought for my year old dad,0
it keep him warm,1
buy size small,2
i like the service and the product,1
i love amazon prime,1
nice,1
great shirt buy three and work full time and be very active at work,1
no sweat stain doesn ’ t hold dirt,0
a great shirt,1
i have few jerzees that ive use to sleep in instead of pj top so know this would be ok as an extra white tennis polo,0
like them,1
i have two,0
for the money,1
i need this color for work,1
it be great color and fit,1
be exactly describe,1
good quality,1
fit well,1
fit as expect,1
medium weight,0
feel more like cotton than poly,1
nice,1
seem to be good quality,1
we will see after few wash,0
for some reason cant find this style locally,0
my son need some shirt dressy than tshirt,0
these look very nice and the price be great,1
the fabric be soft wash well and be comfortable,1
it shrink very small amount with the first time in the dryer,2
but all shirt with cotton will do that,0
it even pack well without wrinkle too much,1
the fabric isnt superthick,0
id say just right,1
bargain,1
ill be buy more,1
material thinner than expect,1
no problem here,0
a quality shirt at great price,1
i order of these shirt to wear for work and they be pretty good,1
i guess didnt realize that dont really care for the cotton poly blend,2
next time will just look for cotton,1
snug fit for my size,0
i like these shirt because they be longer and dont come untucked,2
normal shirt,0
fit as expect,1
listing say tagless,0
my shirt come with tag,2
no shrinkage after dry fit well,1
love the quality and the price be great,1
shirt be cut small and cheaply make the sleeve arm band curl and doesnt lay flat,2
the material be okay very thin and somewhat tight on the arm area from bicep to wrist,2
it be use as work shirt,0
color be true as see,1
fit well,1
and not to thin material,2
these shirt be an exact match to those wear by the wait staff at the arch diner in brooklyn where work,0
perfect in every way,1
awesome fit and very comfortable,1
great quality for price,1
although it fit little small than expect it be of good material and with stand the washing machine,2
this shirt be for relative who work at dollar tree which be their company color,0
fit as expect color be great and shipping be on time,1
comfortable,1
a little tight and short for an xlarge,2
nothing great,1
you get what you pay for,0
use for golf and casual day,0
every day wear,0
i intent to order more shirt if it pass the washing cycle,0
i just wear it for the first time,0
fit style material and comfort all good for the price,1
love this shirt color be vibrant,1
nice shirt for the price,1
wash well hang to dry,1
i be verizon wireless indirect sale agent and need shirt for work and find this one which be perfect match for the business need,1
perfect fit,1
great material,1
arrive in black as desired,1
fit right,1
everything need from shirt for work,1
give this as gift,1
great for my husband golf game,1
like clothes,1
i like the style,1
awesome price good fit,1
do not like the fabric way too thin,2
i return it,2
love these very comfortable and dressy shirt,1
only regret,1
star,0
be because amazon drop this brand,0
bring it back,0
otherwise definite,1
nice,1
great fit,1
glad this be just for halloween costume practically seethrough,0
now understand why it be more inexpensive than other similar shirt,0
awesome shirt,1
comfortable and well build,1
i will be purchase more,1
theyre long,0
cheap and thin material,2
good polo for everyday and,1
while somewhat small full size large would probably be too large,2
the color be little strong,2
it fit and wash well,1
the neck be little short,2
but acceptable,0
great fit amp,1
quality,1
nice tee particularly for the price,1
this be quality product it hold up very well and be comfortable,1
i would definitely purchase again,1
perfect item my son be look for,1
great value,1
hold up well through many washing,1
comfortable cut and durable,1
comfortable,1
i order of these shirt,0
after the first wash the shirt shrunk,0
i basically get one use out of them,0
great color,1
material nice and fit well,1
its quality breathable shirt for the price,1
size accuracy be important to me and it meet expectation,0
will buy more,1
i love these,1
i reload every year when the color start to fade,0
cotton fade in month,0
these be very comfortable and well make shirt for casual wear,1
dry nice polo,1
happy,1
great quality,1
this be gift so can ’ t answer this,0
perfect fit and show up on time,1
comfortable materialvery nice shirt,1
good,1
they fit fine seem well make and be comfortable,1
no complaint,1
nice long sleeve,1
fit as expect,1
but its important to use cold water when use the machine,0
i like it,1
good quality,1
be perfect as part of my son gillian costume and can be wear as an every day shirt as well,1
it fit him well and hold up in the wash so far,1
great shirt for the money,1
great experience,1
pleased,1
great buy for decent quality polo,1
i purchase these shirt for work uniform for my coworkers and the fabric look cheap,0
let just say you get exactly what you pay for,0
silly me think there would be more bang for the buck,0
this shirt be soft comfortable and easy to take care of,1
fit very well,1
medium fit similar to large lee long sleeve shirt,0
take care in wash and dry as this can get old look fast if you dry on high heat,1
look on my father in law,1
nice product,1
my first order never receive,0
i order again my second tshirt and now receive,0
my husband be happy with it,1
comfortable,1
worn as work uniform,0
get this for my fiancee and he look so good,1
definitely buy every color,1
awesome fit,1
product as described,1
pretty nice for its price,1
for the price they be great shirt,1
they aren ’ t too tight and look good for business casual,1
i ’ m very happy with them,1
quality be not as expect thought would find something of good quality,1
nice for the price,1
will work for fallwinter just hope it doesnt shrink much after wash,0
about what expect,1
an inexpensive polo shirt,0
very good,1
thank you,1
great summer shirt,1
fit as expect,1
like every thing,1
it be perfect,1
shirt be for work and be the right color and size,1
they be nice shirt for the price pay,1
they arrive the of february which be good consider our weather,1
really happy,1
little over price,1
buy these shirt to meet job requirement for employment at fast grow food chain,0
they have hold out well over time and hold up well in the wash,1
good when t shirt be not appropriate,1
this be pretty nice shirt,1
i buy it for my fiancé who go through lot of clothes fast,1
it be bit large on him though,2
the material be okay for the price,1
but the shirt be just way too large,2
i have to end up get an xl in the boys version of this shirt,0
didnt shrink into amoebic size after wash and dry,0
bought and think they be as good as it get for the price,1
nice material weight for florida,1
color fast when wash,1
well make and good fit,1
product fit perfectly,1
great product price and fast shipping,1
i don ’ t like anything with this clothes,1
no,1
great product,1
great product,1
the quality be not good,1
these shirt be comfortable,1
size,0
fit perfectly,1
it be good longsleeve polo shirt for golfing or everyday wearing,1
they be great and very reasonably price,1
comfortable fit,1
its like the sew collar on regular tshirt and call it polo,0
comfortable soft look good,1
pretty much fit well,1
can put in the dryer and doesnt shrink,0
good uniform shirt and great price,1
excellent,1
wish it have pocket,0
but otherwise excellent,1
do repel stain and look good,1
its good for the price,1
great fitting quality shirt will buy again,1
order this item specifically because it be long sleeve,0
i receive short sleeve,2
not the item that pay for,2
the material also feel cheap,2
but in that respect you get what you pay for,0
would definitely not order again from this seller,0
i love this shirt,1
it fit perfect and it be great to wear to work,1
the blended fabric just isnt the same as all cotton,0
but the price be right,1
very large and you can see through fabric,2
muy bueno,0
i like the fabric,1
it seem that will resist stain,0
we have them embroider and it take the embroidery well also,1
fit great good quality,1
for the price it canoot be beat,1
the quality be just okay,1
this be very nice gift for my husband,1
value money,1
it look great,1
it feel great,1
i purchase this shirt for leisure wear,0
hubby love it,1
my dad be mechanic and wear polos when he work,0
he go through them all the time think this would be perfect and at great price,1
i plan on buy more,1
as described fit great comfortable wash up nice,1
these shirt be very good value for the price,1
nice loose fit with just the right thickness of fabric if you want to stay cool,1
fit perfect nice amp,1
big,0
i ’ m not one to write bad review,2
but this shirt be make out of the same material as tube sock also run big very big,2
needless to say will be return the item,2
very comfortable,1
but too big,0
good product and comfortable,1
it scream wear me,0
love the blue,1
excellent pricing and comfortable fit,1
good solid blue color,1
i like the product and use it for work,1
the shirt look nice and fit nice,1
but the material be thin for long sleeve winter shirt,2
this shirt be worth every penny,1
ive wash it like time and its keep its color like day,1
very soft and comfortable,1
fit perfectly and look great,1
my son love this jersey polo,1
the material be soft and comfortable,1
it be also good quality polo,1
comfortable polo with no logo,1
product as expect amp,1
quick delivery,1
great fit,1
wash nicely,1
love it,1
comfy,1
however the color be not as deep black as show in pic,2
nice comfortable fittingfeeling shirt,1
i wear them in professional environment,0
order more color,1
size be really strange,0
i buy the medium didn ’ t fit,1
then the large also didn ’ t fit,2
good quality,1
great price,1
i have to wear shirt with collar for work,0
i also have to tuck them,0
these shirt stay tuck throughout the day when raise my arm high which be often,0
all good,1
like the shirt thus far like the feel,1
cheap price,1
but not cheap look,2
great fit fabric amp,1
color for daily wear,1
well make,1
nice color amp,1
quality,1
nice,1
polo shirt fit well and the quality be what expect for the price,1
too large even the small size,2
run big than thought,2
would order again,0
great buy,1
very happy with the product and seller,1
easy wash and wear,0
perfect for uniform,1
come exactly as expect,1
very happy with the fit and this purchase,1
get these for work,1
they ’ re okay not the best,0
i thing wrong with the shirt at all just little too small for me,2
my son love it,1
it fit well,1
my daughter be happy,1
i love this shirt,1
its very comfortable and its my favorite shirt for work,1
the arm be too long for short sleeve,2
too long,0
it be certainly shirt,1
theyre nice shirt,1
i order too big,0
but thats not the manufacturer fault,2
its good buy,1
id reccomend these to friend,1
thanks amazon prime,1
very cheap material,2
great,1
great shirt for the price,1
this shirt be good quality and they be fresh material that feel good for work in the summer,1
however the sleeve be way too long,2
use for work,0
if you have to charge more then do it,1
but any extra large size can not be thin,2
shirt arrive quickly,1
fit good nice shirt for the price,1
too thin,0
fabric not good quality,1
great product,1
but it isnt tagless as it be advertise,0
soft material,1
bargain,1
check out similar product,0
thus us good,1
i really like this product,1
great quality,1
i like that the sleeve go to my elbow,0
for my job it fit well lightweight its comfortable be it iron,1
quality for the price,1
fit perfectly,1
purchase this for my son for his job and he have be very impressed,1
very comfortable and durable,1
great material and color,1
quality product size as describe not undersized or mislabled,2
good quality for the price,1
i buy small for year old and it fit little bit large,2
fit as it should,1
for the price yes this get star,1
its good basic polo shirt,1
comfortable well size and the color match the picture,1
i get dark redmaroon,0
i be with inch waist and the fit be great,1
not baggy not too tight,2
many other brand have lot of extra material in the midsection,0
this look more professional and fit just right so if you have big belly it may be tight on you,2
minimal shrinking after launder,0
there be good brand out there,1
but youll pay much more,0
for this price im get few more,1
im and these shirt could be night gown,0
i guess they assume person who need xlarge must be tall,0
nice qualityfor school,1
no surprise,1
i get exactly what think would get,1
minimum shrinkage after wash and dry,0
for work clothes highly recommend it,1
thanks,1
excellent,1
recommend,1
very good quality,1
everything good,1
this be very nice shirt,1
light weight and cool,1
very reasonably price,1
i think it would shrink my fault for order that size,0
usually get all cotton,0
i would order again in large,0
good value and quality,1
nice,1
this shirt just fit as it should,1
hopefully though there will be no shrinkage after the first wash,0
happy with this purchase fit well and good quality,1
very satisfied with fit and appearance of shirt,1
would buy agin,1
cheap flimsy material,2
not worth the price,1
excellent quality shirt,1
my wife really love the way it look and feel,1
washing be risk free and after dry it look great,1
i will buy again thank you,1
fit great,1
size fit great good quality product,1
this be make out of tshirt material not thicker material that you would expect with polo,2
fit well,1
not the best quality,2
but great for the price,1
i dont think youll find this one on the rack at nordstroms,0
light summer weight,1
but not cheap,2
nice,1
i really like these long sleeve polo,0
fit and look great,1
the product come as expect fit fine,1
fit comfort and price,1
the large fit like an xx large,2
but the color be nice,1
i request for refund,0
some what little big,2
but still will serve its purpose,0
good quality,1
do not know it have spotshield,0
but like it anyway,1
great shirt,1
fit and feel great,1
wear this for work,0
dont put it in the dryer,0
great comfortable shirt,1
very pleased with the shirt work in physical therapy and this be perfect shirt to work in very flexible,1
good fit,1
very green and very nice shirt for the price,1
in this time of concern it be nice to not have to go to the store,1
thank you,1
love material and how it fit,1
im big guy,0
need,1
the shirt fit well except for the collar,1
feel like they put collar,1
my husband be very pleased with this item,1
nice long sleeve jersey shirt with collar,1
the only thing be the collar tends to flatten down other than that its nice,1
fit too large,0
i wear medium on most shirt,0
occasionally small,2
i buy medium and it felt like large,0
look nice and all just too bad the sizing be bite off,1
comfortable fit,1
its decent shirt,1
come in small bag,2
super fast shipping,1
this be great product,1
nothing fancy reasonable price,1
good fit,1
fit great,1
perfect size perfect thickness,1
this will wear well and resist stain,1
i wear these during winter and they be quite durable,1
repeat buyer,0
i like to feel of the garment comfortability,1
nice quality shirt,1
seem little big for large,2
but maybe i ’ m shrinking,0
comfortable,1
fit well,1
shirt be little thin than expect,2
fit just like it say,1
fit be very good sleeve be not too long or baggy,2
perfect work shirt,1
nice shirt,1
i will buy more,1
xl be big,0
well see if it shrink after wash and dry,0
really good quality product,1
i buy six of these shirt for my husband to wear to work,0
they look and fit great,1
he wear them with jean and he be very comfortable in them,1
i have wash them several time now and there be no shrinkage and they have hold their shape,1
we be very happy with these shirt and will buy them again,1
be just bit small around the middle,2
other than that its great shirt,1
these shirt be nice because they have not shrink or fade,1
very good,1
fit per size chart and comfortablely,0
nice,1
mjhmgh,0
fit just right,1
very comfortable with heavy to medium material,1
the large be like an large,2
good quality,1
thanks,1
good style fit well,1
good shirt,1
excellent quality as my husband want,1
excellent summer polocool and light,1
its good fit my brother love it,1
if could just make one suggestion if its possible to shorten the length of the shirt,0
not wrinklefree,2
good value,1
my medium be at least large if not xl,2
great shirt especially for the price,1
good quality fit great look good,1
work for me,1
buy these for uniform to be wear at school,0
we love the price and will probably be purchase more if need,1
thank you,1
great shirt at great price,1
just too thin to be polo shirt,2
even with undershirt didnt look right to me,2
will be send back,0
good shirt comfortable fit well,1
its length be bit too long for me,0
good qaulity,1
product be as described,1
the fit be great,1
like it,1
very nice shirt,1
fit well,1
the sewing come undone where the sleeve attach to the body of the shirt after the third washing,0
not the best quality for the price,1
price and quality,1
perfect,1
exactly what want,1
price right,1
i use it for golf,0
work in dish room and this shirt be lightweight and just water resistant enough,1
so far so good,1
nice feel to the fabric look great,1
love it and fit great,1
i get compliment all the time,1
buy these for work,1
great price,1
its summer so be not wear them yet,0
but hopefully they keep me warm,1
it be nice thick quality,1
buy this for my husband as work shirt,1
fit well and wash quite nicely hold its shape,1
i didnt dislike anything,0
nice shirt,1
fit about right certainly not too big,2
good price,1
should hold shape and size because its,1
good price decent quality,1
fit fine,1
look fine,1
shirt be cut for slim man,0
a bit snug,0
but usable,0
comfortable and true to size,1
nice shirt very comfortable,1
great for frail senior,1
quality medium,1
thank you product be very nice and fit as expect,1
the two polo shirt be fine and be very good for the fair price,1
i use them mainly for golf,0
my dad love this shirt,1
super comfortable,1
jerzees,0
oz,0
jersey polo with spotshieldxlargeoxford,0
i recommend this product for its quality and price,1
nice tshirt,1
large than expect,0
but good for the price,1
cant beat this shirt for the price,1
very comfortable,1
quality,1
dont like the banded arm and the material be little flimsy,2
great,1
color be not as in picture little dull,2
fabric be inferior,0
arrive fast great material they run on the large side,1
stylish shirt and color wear good with jean,1
high quality material with great fit,1
thanks,1
light knit than expect,1
this be nice shirt for everyday business dress,1
fit well look nice and be comfortable for work,1
great buy,1
cheaply make,1
waste,0
nice color and fit,1
no complaint,1
i get set of these polo for my father as gift,0
he work certain store where they be require to always wear blue polo,0
he say they felt fine they hold up well and he enjoy the complement on the bright blue,1
i love these jerzees polo shirt,1
they fit very well and color last quite long time,1
nice shirt,1
didnt shrink at all,0
ok,1
i think it be go to be oktough orderone review say little large and another say little tight,2
one sleeve long than the other will not buy this product again,2
give to brother for xmas amp,0
he love it,1
good,1
for student for school,0
for student for school,0
love the colour and soft texture,1
for the amount of money that they charge for this shirt it be steal,0
great quality and fit perfectly,1
i will buy few more,1
it look economical,1
but do the job for grow teen,0
fit perfect and feel great,1
i order and be and lbs,0
nice shirt,1
but the material be lint magnet,0
well by lint roller with this shirt,1
for the price this shirt work,1
nothing fancy just collar shirt,0
use it for work in an office environment,1
would buy more of these,1
little tight should have buy xxl,2
great weekend shirt for not much money,1
good quality,1
the fit be slim,0
but not tight,2
plenty long and the sleeve fit good,1
isn ’ t like what think,1
good for the money,1
the shirt be fine,1
a little thinner material than expect,2
i wear it for workand even tho it be big than want well now that winter come will wear turtle neck etc,0
nice shirt arrive fast,1
too tight,2
thread too thin and pocket place poorly,2
overall poor quality construction,1
i guess make in china,0
perfect size and good material,1
great for st patrick party,1
sloppy look,1
i return this shirt,2
the material wasn ’ t as expect it to be,1
good fit and color,1
prefer polo with pocket,2
it be bit big,2
but seem nice and soft otherwise,1
great product for the money,1
be not small like some other thing that get,2
fit well,1
comfortable,1
good length,1
i plan to purchase more of this brand,1
didnt like the material,1
shirt be return,2
i dont like this polo,0
but receive what pay next time will buy the expensive one,0
the black one look bit well than white,1
item not as describe theyre not tagless they have tag,2
this will be great once we get cool weather,1
i buy it for my son uniform he wear to school,0
he walk there amp,0
back so know it will keep his arm warm,0
decent product for the purchase price,1
excellent quality very pleased with the shirt,1
very satisfied with these shirt,1
look nice fit well launder easily good price,1
excellent for school our kid only have color choice for school,1
these work perfectly especially for the price,1
fit and look great price the price of name brand would buy again,1
i be please with the overall quality,1
i be expect it to be bit soft since it be half polyester,2
but it feel fine for the price,1
i have other shirt that be blend polyester and cotton which be much soft,0
ill guess that they have high ratio of polyester,0
the sizing be very accurate,0
nice fit,1
cut much too small order up size and will be line dry to avoid shrinkage,2
fit perfectly,1
work shirt so it fit as expect,1
fit just fine,1
shirt be fine,1
but think could have get same product at same price anywhere,1
casual wear,0
great shirt at very good price,1
super happy,1
light weight good for under fleece sweatshirt in the winter and fit the business casual attire require at work,1
they will shrink hang to dry for long life,0
nice shirt,1
feel well make and be comfortable,1
good,1
very nice polo,1
actually order it for my daughter as she prefer the looser fit,0
this shirt fit good no complaint,1
would recommend to family and friend,1
this be gift and the person it be purchase for seem to like it,1
nice fit,1
very pleased,1
like that it breathe,1
but little tight in arm,2
nice,1
great for cheap polo,1
the material isnt as nice as most polos though its closer to the material of course tshirt than to polo,1
buy this for my dad who live in arizona,1
it be his winter sweater,1
lol,1
he absolutely love it,1
fit perfectly good quality,1
would buy from this company again,1
its nice polo for the price,1
fabric be ok doesnt look chip and think be worth the buy,1
i will probably order in different color,1
they fit perfect,1
suprised by the quality great value,1
exactly as described and very comfortable,1
no,1
good shirt for golf and wear layer,1
short and wide,2
just bad fit altogether cheap thin material,2
perfect fit,1
christmas gift to my husband,1
nice shirt fit good great value,1
look good in the picture,1
but its bit blah when you get it,0
the color be little light than expect and the quality be low than expect,1
however for the price,1
whatever lol,0
great shirt,1
need great fitting black polo for work,1
very comfortable,1
good,1
justice,0
nice weight polo well construct and color as show in picture,1
order more for employee,0
shirt tail little long,2
i buy these as work uniform shirt for my job and they fit me just right and love the quality of the fabric as well,1
its be a,1
while since have be wear these polo shirt and they be still very comfortable,1
basic polo fit as expect,1
would purchase again,1
this be perfect buy for my son who need green shirt for concert,1
it fit well be make well and have great price,1
quality be bad,2
return now what expect,2
be just little small than expect,2
be normally large would order an extra large,0
great product fit be awesome,1
love the color,1
run very small,2
for kid,0
good shirtnot to thick and not to thin,0
i like those shirt comfortable good size all the info correct so recommend for any body go buy some more,1
it ’ s little big,2
but it ’ s be for guy otherwise it ’ s good,1
i use as my uniform as cashier,0
great value,1
very durable,1
my son luvs it,0
fit be excellent would purchase again,1
shrink after wash despite what they might say,0
perfect fit,1
perfect for cooler weather,1
poor quality of material,2
disappointed,2
nice shirt just dont dryer it,1
shrink something awful,0
other then that fit like it be suppose to and good size,1
