sentence,sentiment
5 inch collar at 34/35 sleeve length fitted shirt,0
"I weigh about 190 lbs, about 5'10 in height and fit",0
"5"" for the fitted shirts and they fit and look great",1
Perfect shirt for a wedding,1
Looked and fit great,1
Was so relieved that the fit was PERFECT,1
Shirt is extremely thin,2
They are not kidding with they are talking about the trim cut,0
Go for it if you are really tall and lanky,0
"Great for the price, ok shirt overall",1
I bought it for waiting tables in college and this was as good as it gets at that price,1
My last one took two years of wearing it four times a week to finally starting coming apart,1
Good shirt for what you pay,1
What came was a slim fit shirt - I thought they sent the wrong thing,2
Nope the description is wrong,2
Too bad - it looks like a nice shirt and Van Heusen is my husband's favorite brand,2
"I bought the 16"" neck and 32-33"" sleeves",0
I have a thick neck and am on the skinnier side,0
31 waist I think,0
Would buy in a different size next time,0
I had to exchange to a shorter sleeves once,0
"Otherwise, it is great",1
I really enjoyed the look and feel of this shirt,1
What else can you say about a shirt? I was measured at a Sears or Macys when getting another shirt and the measurements worked when ordering this,1
Nice shirts,1
Truly a non wrinkling shirt,1
Material somewhat hard to the feel,2
Would benefit  from higher cotton content,2
not to bad for the price,1
"I liked the color, the fit and the dependability with which it arrived",1
I used the shirt to wear on-stage,0
Asian XL = USA extra small,0
Best fit I've found,1
It should have been 34-35 and I received a 36-37 which is to big on the arms and a little to loose,0
The shirt was perfect in every way,1
Delivery was on time as scheduled,1
The fitted dimensions were just right,1
The shirt is comfortable and fits,1
Very nice looking and perfect fitting shirt,1
Always liked the van heusen shirts,1
"Great looking, good fit and stylish shirt that will compliment both dress and casual settings",1
"Price, selection, quality and comfort were all considerations when purchasing this shirt",1
It has been difficult for me to find this cut and size in local stores,0
The shirt was an excellent fit as well as good quality for the price,1
Will most likely buy more,1
#NAME?,0
"Nice shirt, great price, looks great:  only four stars because why no yellow, cream etc",1
"Good qaulity material, cut and finish",1
No strings or flaws,1
"Good fit, may be a little short if you're tall",1
I like the fit and finish,1
nice shirt,1
Good looking and very much in my monday fashion statement,1
I think I may buy more colors soon,1
Everything about this shirt is awesome,1
"Color, size and quality exceptional",1
This shirt is a great fit,1
"Es demasiado grande, la medida no es correcta",2
comfy,1
"Good quality, good fit, prompt shipping",1
"I'm slimmer in the waist, and these where still really large around the waist",2
Should have gotten a slim or athletic fit,0
Love it,1
"Chest was tight, arms and neck were spot on",2
Would like to have an insert spot for better collar stays,2
Otherwise great,1
My son works in a cafeteria and needed this for work,0
Fits well,1
Excellent price for a nice dress shirt,1
Fits very well,1
"Crispy white, love them",1
It gets better as you wear it,1
doesn't wear out as fast,1
Very happy with overall design and will be purchasing again,1
Nice one,1
Great,1
"EXCELLENT PRODUCT AND SERVICE, RECOMMENDED",1
The sleeve length is longer than 36,2
"I actually need a 36, so this is a tad long for me - better than too short",2
The waist and chest size are great,1
I am a 42 chest and 32 waist,0
The shirt is a little on the short side,2
"If you really need a long body, you might be disappointed",2
The fabric works well without ironing,1
"At $25 or less, it's an excellent value",1
No complain,1
Great shirt and size was perfect in the length and neck,1
Great quality for a great price,1
Seems a great fit,1
tooooo much slim,2
They upped the price a couple bucks,0
Love the color and it's just the right size,1
great,1
Nice looking shirt,1
ok,1
"I'm having a hard time figuring how to contact the provider for this product, i wanted to exchange the sizes for the 17",2
5 34 because i found that for some reason a 32 was shorter than expected even though i own multiple shirts that are a 32 from Van Heusen,1
Van Heusen needs to get with the program and make their collar stays removable,2
very comfortable shirt,1
Not skinny fit style,2
Sleeves are huge,2
Fit much larger than same sizing in other brands,2
It's extremely thin so no tank top style undershirts unless you want everyone to know you're wearing one,2
Good product for the price,1
Great shirt,1
Perfect size for my neck and arms,1
Fabric not the same quality as Van Heusen fitted shirt bought at Macy's 10 years ago,1
"Great shirt, my husband has owned several of these before purchasing these as replacements",1
Great price and color selection on amazon,1
Awesome shirts,1
"Nice fit, comfortable fabric, easy to iron",1
I really like the fit of this fitted shirt,1
Not baggy like regular shirts at my size,1
Great shirt,1
The fit is nice and it washes well,1
Muy buen material buen precio con alguna imperfecciones en las mangas,0
I would order this again and probably will,1
The shirt fits very nice and has excellent quality at a good price,1
Very Satisfied,1
Excellent quality and fit,1
Excellent fit,1
Great deal,1
great product,1
Excellent color and fit,1
Highly recommended,1
Good value,1
fit perfectly,1
Good quality men?셲 shirt,1
gave the shirts to my churches clothes drive,0
Tailored fit is the way to go if you can,1
Better look cleaner fit,1
Overall a very nice shirt for the money,1
Fits great,1
Great shirt for the money,1
El producto fue exactamente lo que hab챠a pedido,0
Tiene muy buena calidad,0
Lleg처 en el tiempo previsto,0
Neck fits well compared to other brands I've used,1
Great price for brand,1
These are perfect shirts,1
I wish the came in more colors in my size,2
Very good shirt,1
Excelente,1
"Tried it on, out of the box",0
Fit great,1
Washed/Dried as directed,0
Shrunk 3 inches,2
in the sleeves,0
Doesn't fit now,2
Will not buy this brand anymore,2
Looks nice and fits well,1
Haven't worn it yet,0
Glad to find 16  36/37 size,1
Nice shirt,1
I have one of these shirts and LOVE it,1
I ordered the exact same one and somehow it doesn't fit at all,2
It is MUCH smaller,2
I have a big upper chest and this tapers down nicely,2
Won't need to tailor it much,1
"When I sat down for dinner and later had to stand up, the shirt came out in the back and had to constantly tuck it back in throughout the night",2
Color wasn?셳 as yellow as expected,2
More on the the peach side,0
I have found the Van Heusen Poplin Dress Shirts to be of excellent quality,1
"The tailoring is wonderful, and for the price, I think the shirt is a great value",1
It's exactly what I expected,1
I have it in a 17 inch neck with a 36/37 inch sleeve,0
"It fits well, looks good, and appears to be made well",1
Good shirt for a good price,1
Cut and fit is as advertised,1
This shirt is good for the weekly grind if you're allowed to wear business casual attire,1
If you want a dress shirt to wear with a suit go with better fabric,2
Very nice shirt,1
You'll have to iron it once,2
After that it's good to go,1
I ordered a 15-34/35 and seemed like a 17 to me,0
Way too bigger than espected and the cuality is as bad as the size,2
All fit well except the black dress shirt was larger than the others even though it is the same size,1
Good stuff and I like it very much,1
My husband said it was the best dress shirt he has,1
Nothing unexpected,1
Quality is decent,1
I will buy more,1
The color was a red sometimes when searching for red you get various hues of red,0
This was Red,0
Ordered for my son away @college,0
"He loves it, fits perfectly &amp",1
he said it's a nice material,1
Feels nice &amp,1
said it seems expensive,2
Great deal for price,1
My son needed a black shirt for a play and this one was just fine,1
Ran small,2
not for skinny people,2
needs to be tailored for the sleeves and waist,2
A really nice shirt,1
Wonderful quality and perfect fit,1
Not much to complain about for the price though,1
"Great quality, very good fit",1
"If you are tall with a slim waist, this style is perfect",1
"Eliminates the ""blousing"" of most Big/Tall shirts",2
You will like the tapered waist and the extra sleeve length,1
"Perfect fit, and looks great",1
"If you don't have a ""spare tire"", I would recommend the fitted shirt because you don't have all that extra bagginess",2
Great shirt for the price,1
The shirt was what I expected and I didn't have to go to a store and be hassled by hipster doofus sales people,1
All around great experience,1
Perfect fit,1
The shirt is well made and you can't beat the price,1
Most shirts,0
for my neck size,0
fit big on the body these shirts fit great,1
Excellent,1
My husband is not quite the slim cut he thought,0
Great fit,1
Looks great for the office or even church,1
Arm length was perfect,1
Purchased for a wedding,1
Some sizes are not available,2
"Tapered around the belly, great for the thin fellows",1
I guess im chunkier than thought,0
Feels nice,1
"I'm 6' 1"" tall, I weigh about 170 lbs, and I don't like sunsets or babies",0
This shirt fit great,1
"I purchased for my son and the shirt fit well, as expected",1
Lovely vibrant color and it is pretty wrinkle resistant,1
Good value,1
Will try other colors,0
Not very durable,2
Shirt starts to fall apart after a couple months of wear and wash,2
Collar has stayed crisp looking,1
"Wrinkle free, saves time from laundry to work &amp",1
Looking sharp,1
"Great fit, quick shipping &amp",1
good price,1
runs large,0
Very good work shirt,1
Polyester holds a crease well and doesn't get dirty easily,1
The shirt does get hot though as polyester doesn't breathe as well as cotton,1
i liked,1
The material is a bit too thin,2
won't purchase again,2
Arrived as described,1
"Repeat purchase, like them a lot",1
Nice shirt I love the front pocket,1
Very nice shirt,1
Fit perfectly,1
Needs a tee shirt underneath,2
Nice shirt good price,1
thanks,1
Fits as it should,1
Love the shirt,1
This is a very nice product,1
We returned it as the torso was not as slim as my son wanted,2
I will try to buy in a slim,0
"Good, crisp looking daily office wear",1
Hold up well,1
It?셲 beautiful,1
No complaints,1
Fit perfectly and delivered quickly,1
Wrinkle free and perfect fit,1
It is poplin so it doesn't breathe as well as other cotton shirts,2
Very nice shirt for the price,1
Good fit and looks very nice,1
"I would recommend, and I will probably order another",2
Nice colo,1
Exactly what i was looking for,1
Did not like material,2
"I offered 2 shirts, looks like one was new and one was a return",2
nice shirt,1
The shirt fit nicely,1
It is hard to find shirts with large neck sizes and 32/33 sleeve lengths that are not tent sized in the body in stores,0
Ordering another,2
Really nice shirt,1
This shirt is definitely a cheap dress shirt and you can tell,2
"As it is labeled in my orders as ""Van Heusen Long Sleeve Regular Fit Dress Shirt"" I thought there would be no problem",1
It is definitely a fitted shirt,1
"That could be am Amazon problem, so I will try to rate it solely on the the shirt as a whole:",2
#NAME?,2
#NAME?,2
Could be viewed as a positive,1
Should be priced at $15,2
As expected,1
This isn't a fitted shirt unless you weigh 300 lbs,0
On a 38/16 the waist area was about 45in diameter,0
"I bought for my son,s few  shirt and he was not excite it, and I order van heusen men",2
"s fitted poplin dress shirt, black",0
"for my son and he try on and I can tell by he,s face",0
"and he told me say,thanks mom",1
"No line, no parking, exactly what I wanted",1
"Fine quality, very good fit",1
"like this brand,always quality",1
Great deal,1
Great shirt,1
"Still a little too puft out around the waist otherwise perfect fit for athletic build 245 lb, 18",1
"5"" 36/37",0
If you need a cheap shirt to dress up this is the way to go,1
Looks just like the photo,1
Excellent quality,1
Excellent shirt and price,1
"My husband really likes this shirt, it looks nice, washes well, and he says it's comfortable",1
Poor fit,2
Good fit,1
Bought this for a Halloween wedding,0
Perfect color of purple I needed,1
Love these shirts,1
These fit as expected,1
Definitely buying more in the future,1
"great prices, arrived fats",1
My husband loves Van Heusen shirts and the way they fit his slender frame,1
I love the quality and ease of care,1
Comfortable material,1
Matt cotton poplin finish,1
"It is fitted, so not too big around the tummy",1
Perfect for a young man like my 19 year old on date night,1
Excelente,1
looks great,1
My husband loves these shirts,1
The slim fit keeps from having the baggy material around the mid-section most dress shirts have,0
The material is nice and not too thin either,1
Great shirts,1
This is my preferred shirt,1
My hand size is 37 inch long,0
This is the perfect shirt for me,1
Material is nice and durable,1
Fit is excellent,1
"Ran way too big, poor quality",2
Bought for my husband who has a tall athletic body,0
"6'2"", 205lbs, long arms 36-37in, large shoulders with  slim waist",0
Bought black and white and they fit perfectly,1
collar &amp,0
"Great price, shirt fits and looks great",1
I would recommend this shirt and company,1
I wouldn't wear it without a tie for this reason,1
Bad,2
Shirt ran small thank expected,1
"Purchased as a gift, recipient seemed very pleased",1
A nice dress shirt and it needs no ironing - just wash &amp,1
throw in the dryer,0
"Very nice, hoping it washes well and retains the fit",1
You get what you pay for,0
Same quality as the shirts you find at ROSS or Marshall's,1
Love the fit and fabric,1
Great value,1
Great shirt at a great price,1
I recommend,1
Just right for me,1
18in,0
for neck size and 32/33 leave length,0
I simply love this shirt,1
This shirt checks the boxes for a $20 dress shirt,2
"The fitted cut is nice, although the sleeves are a bit roomy",0
"Although it's never made sense to me why you'd think people buying a fitted cut would have monster arms, it's hard to find shirts at this price that don't have this problem",1
Ordered same size I buy in the stores n it was clearly 2 sizes to small wasted my money,2
"Fits as expected, washes well, stays crisp through the day",1
Not much,0
Fits as expected,1
Van Heusen quality as you'd expect,1
The color is a little strange in real life,2
Returned,2
Very nice shirt,1
My husband found this shirt to fit nicely and was very comfortable,1
TY,0
Fits perfect on my 17 yo swimmer,1
Broad shoulders 28 inch waist,0
The one I got was way too large,2
I have never been more pleased buying clothes online than when I bought this shirt,1
It fit me how I wanted it to,1
"Profession, tailored look for work",1
Fit as expected and very comfortable,1
The shirt quality isn?셳 good,1
You must improve quality,2
Beautiful color and fit as expected,1
Half the price of brick and mortar,0
"Perfect fit, will definitely buy again",1
"Was gift, heard shirt was liked by receiver",1
Nice shirt,1
I should have read more closely,2
"""Fitted"" means for those anorexic bearded men on bikes",0
Good price,1
Nice quality,1
Fits great,1
Arrived quick in decent packaging,1
I recommend this shirt,1
Fits well,1
Decent shirt for the price,1
I ordered longer than necessary sleeves because it seems like sleeves in general are usually too short,2
These aren't too short,0
Update:  I had purchased 3 of these  white shirts and they are ruined,2
"After washing, the tips of the collars have become stained brown",2
No other whites in the same load of laundry were affected,2
I am wondering if the sewn in collar stays are the culprit,2
What a bummer,2
This was a Fathers Day present for my Dad who is 92,0
He loved it and loved the tapered fit,1
Excelente,1
Just inconvenience to have to have replaced,2
"Great shirt, can't beat the price",1
Does the job,1
Fits my son great,1
As advertised,1
Very good quality shirt,1
My husband loves it - good price/value,1
Good quality and design,1
Very stylish and unique,1
Fantastic shirt for the money,1
Will be buying more,1
Holds starch well,1
My son is 5'7 and he thought the shirt was a bit long,2
It extends down to his over his behind,0
other than that nice fit,1
Perfect,1
I ordered two for my boys to wear in my daughter's wedding,0
They liked the slim fit of these shirts,0
"Sleeves looked very weird, baggy",2
I guess if you are very muscular it would look fine_,0
I love Van Heusen shirts,1
They hold up well to laundering and look sharp,1
I love it it fits as expected and feels and looks good on me,1
"Great fit, look and value",1
Great shirt for the price and light weight,1
Nice shirt,1
Material is thinner than I expected,1
Definitely not a fitted/ slim fit shirt very disappointed and not wrinkle free at all,2
Fit perfectly,1
Small tear on one of the sleeves didn't see it until i was about to put it on :,2
Nice shirt that fits and looks good,1
Exceptional for the price,1
Great as everyday wear in the office,1
it is too big,2
Fit great,1
This shirt is light and fits perfectly according to size,1
Van Heusen is known for good quality so that was expected,1
Would recommend it,1
Got this for my grandson to wear to Church,0
It seems to be OK,1
At least he'll wear it,0
I had to return the shirt because it was too small,2
I didn't realize it was fitted,2
"an ok buy, quality could be a bit better though",2
Less iron time too,1
Great fit,1
"Well, my waist is only 31"" and still was tight across the stomach, chest and shoulders",2
I plan on returning for a larger size,2
I am dressing the Francis Underwood,0
House of Cards,0
part,0
"These Van Hs fit as expected, arrived promptly, look great",1
and I just ordered 4 more,0
Fits great,1
Looks great,1
Got lots of compliments,1
The shirt tag read exactly like many of my other shirts,0
It was to small,2
fits well,1
"pretty thin, so an undershirt is required if you dont want stuff show through like tattoos or something",2
seems durable and higher quality,1
comfy,0
The one we received wasn?셳 even Van Huesen brand,2
"Nice shirt, great price",1
Very pleased,1
"This was a comfortable, tapered fit and I will buy more",1
Great price,1
I didn't like that I received two separate quality's of shirts,2
Second hand really,2
Comfortable,1
High Quality Material,1
Well Crafted,1
Classic and great item,1
My husband says it does what it's supposed to,1
Regular normal shirt and sizing is true,1
Good color and fit,1
I loved it,1
It was for my son and he loves the shirt too,1
Excellent,1
Nice shirt,1
"Solid shirts at a fair price, and easier than hunting for the right size at the store",1
Excellent fit right out of the box,1
Great quality - great slim fit,1
At an awesome low price these things are my go to dress for success shirts on visits and meetings,1
Very nice shirt,1
Much better than going to a department store,1
I haven't owned a white dress shirt in many years so ordered this one for my last Christmas party,0
"Very nice, fits perfect and I love the fitted style",1
Very pleased,1
My husband is very picky and he loves the fit and feel of the shirt,1
I wlil be ordering more,1
Medida perfecta,1
Looked great on my husband and he said it fit really well,1
Great shirt,1
Definitely a proper shirt for business meetings,1
It fits me exactly as I want,1
not too loose around the waist and long enough sleeves,1
great cheap shirt,1
"Of course it is thin, great for summer and a dude like me who is always hot",1
fits fine,1
Great Value,1
Exactly what I expected and a good fit,1
There's always a wear-in period when the collar is too scratchy and I'm in it now,2
I will purchase more of these when needed,1
I've bought this twice so far and probably need to order another,1
very comfortable,1
does'nt pucker up,1
This is the best fitted shirt ever,1
Nice,1
"I'm 5'9"" and definitely below average weight so that may be part of it",0
It says similar to slim or athletic fit,0
It's too large and the size is off,2
The quality is also bad as it's almost see-through,2
great product,1
Great shirt,1
Just a fit I was looking for,1
"handsome looking shirt, very convenient way to shop",1
It fits perfectly thank you very much,1
Perfect,1
Size was right on and great shirt,1
Good quality Good price,1
Se ve perfecto y queda como esperaba,1
A bit see-through,2
True fit,1
Nice cheap dress shirt,1
"Very nice, well  made shirt",1
Fits as expected - great holiday color,1
Comfortable fit,1
not too short in the sleeves or too tight on the sides &amp,2
I'm a big guy,0
I'm a 14,0
5 neck with 38 in chest @ 5' 8 1'2'' @ 160lbs,0
The sleeves i chose 32''-33'' and this was quite large,2
I like my shirts fitted and this does not seem to be fitted at all,2
I normally buy dress shirts at Express and choose a Fitted Small which fits perfectly except for the sleeves being a bit long,1
The chest was not tapered to the chest and seemed more like a straight fit shirt,1
Material is sort of see through if you got the white color,2
Quality shirt,1
Fits great,1
6'3 225,0
No reason to go to store,0
"nice shirt, material was a little heavier than expected",1
"Bought this for my son , his words overall a good fit just wished the length was a little longer",1
my son loves this brand and the fact that they are wrinkle free,1
So I ordered every color,1
Size chart does not indicate the size is 2XL,2
This is very unclear and totally unacceptable,2
The shirt was too small,2
I returned it and never got refunded or a new shirt,2
Nice shirt,1
This fitted shirt was just the ticket,1
This shirt is amazing,0
Fits perfect and its made of wuality material,1
Feels thick and sturdy yet comfortable,1
Actually is wrinkle free as well,1
I will buy many of these,1
Great product,1
Fit's great,1
Thank you,1
Comfortable fit as expected,1
Size of neck and sleeves are as described,1
Fits nicely without bagginess,1
Collar is nice,1
"I know my sizes so I wasn't surprised, Van Heusen is a good mid level merchant in their common fashions of which this is one",0
"That's not an insult, it's just a reality",0
"My poor dumb mediocre ass can afford a SNAZZY Shirt, with little to no effort because of their consistent quality",2
Nice shirt for the cost,1
I may get a couple more,1
I purchased this for my 16 year old son and he loves the way it fits,1
Seems to be a good quality shirt,1
Great fit,1
The collar had a stain and the material was not of good quality,2
The Van Heusen fitted shirts are the best,1
The only problem is that there is not as many patterns and colors as the regular fit Van Heusen shirts,2
I saw the recipient of this gift try it on and he said for once the sleeves were long enough,1
He's thin so the fitted shirt was perfect for him,1
Good quality and definitely well made and cut,1
"Even though it stated that it was fitted, the product was still a bit big for me",2
both in the arm circumference and chest,2
this shirt fits well and is comfortable,1
It is wrinkle-resistant,1
I wouldn?셳 really call it wrinkle free it needs ironing for sure,2
great shirt comfortable,1
Very comfortable,1
As expected,1
The shirt fits as I wanted a shirt to fit,1
Love Van Heusen shirts,1
Always same great fit,1
"Nice shirt, looks good and the color is nice to",1
Sizes are accurate,1
fit good,1
nice shirt,1
looks great with my black suit,1
Shipped quickly,1
I'd buy again,1
"Very nice, It fit well, thank you so much for the shirt",1
It was exactly what I needed,1
It fits great,1
Nice shirt,1
Cheap shirts,0
Not a professional looking shirt,2
Homecoming shirt,0
very nice,1
fits just fine,1
The shirt fits nicely,1
Not too thrilled with the material,2
"Not soft, even after washing - very scratchy and rough",2
Very disappointed,2
Fit great,1
Will order another one,1
I bought these shirts for my husband,0
"They are nicely priced, he wears them everyday and is very hard on white shirts",1
They fit nicely and last a whole season,1
Not bad for a shirt priced in the 20 dollar range,1
Perfect fit and good quality,1
"I love these ""fitted"" shirts",1
It's the biggest taper of any dress shirt I've found,2
Definitely won't buy another,2
Very simple shirt,0
Not as wrinkle resistant as expected,1
other wise good shirt for what you pay,1
Definitely better than something from Walmart,0
100% recommended good quality,1
its a nice shirt except for the sleeves,2
They're too small,2
who are they making these shirts for? It couldnt be regular humans,2
Awful cut at the shoulders,2
The sleeves looked twisted no matter how I adjusted them,2
Nice shirt,1
Perfect,1
material does not breath even though it is light weight,2
Great quality,1
Fit great on my 14 yr old,1
115lbs 5'4,0
The shirt size was accurate,1
It fit as expected,1
Fit great,1
Very thin,0
Bought two,0
Great quality,1
Only negative was the collar inserts are not removable,2
Other than that it's a great shirt,1
"Fits well, seems to be good quality as well",1
Been looking for different colors,2
Found them on Amazon,0
Love it,1
"Fits exactly as claimed, actually purchased a second one",1
The first thing I want to say about this shirt is that it fit exactly as I expected it to,1
I wear a lot of these types of shirts for work so my size is pretty much a constant across a variety of brands,1
"Additionally, the price point was spot on for what I was looking for",1
To fix this I just need to be more aware of the ties that I wear with this shirt,2
"If you are looking for a cheap shirt that isn't going to create a fashion statement, this one is for you",1
I'm eager to see how this shirt holds up six months from now after I've wore it and dry cleaned it a few times,2
This was to replace one that was damaged in a laundering accident,2
My son liked the first one so much that it had to be replaced,1
Great fitting shirt,1
"With all the slim fit shirts being the crave, it's hard to find athletic fit shirts",0
These are great for those with large shoulders and small waist,1
"Fit great - just had to avoid the mistake of buying a ""big"" man's shirt",1
This shirt is very good quality,1
Great for a waiter or someone who moves a lot,1
I would buy again,1
"Color advertised as magenta is not even close, looks more like cranberry red",2
Love it,1
Its a very nice sturdy shirt and also slim fit,1
This shirt fits and looks great,1
Great value,1
Great shirt,1
it was a good fit,1
Unfortunately a bit tight in the belly,2
Motivation to lose some weight,2
"shirt came with a ripped pocket, must return",2
"Fits perfect, the neck feels good and the sleeves are right",1
Fits like you expect it to through the chest and tapers through the body,1
great shirt,1
You'll need to wear an undershirt as it's fairly see-through,0
I am one of those guys who is short with a somewhat muscular build,0
It is hard to find a shirt with the proper neck size and sleeve length that also fits my torso properly,0
This shirt does all three,1
Looks nice and is comfortable,1
The one thing I would like is more colors in my size,2
Very nice shirt,1
Perfect,1
great shirt,1
Nice shirt fits well,1
van heusen men's fitted poplin dress shirt has a classy look in white,1
will by more colors in the future,1
A quality product,1
Good fit,1
I should have gotten the next size larger,2
the neck is small than  other  shirts of the same kind,2
Beautiful colors and great fit,1
Launders well and looks good right out of the dryer,1
I always buy this brand and cut,1
It looks good,1
It fits comfortably,1
It's reasonably priced,1
I don't have anything else to say,0
Nice,1
It's good,1
Love the shirt and it's very stylish,1
Get yourself one,1
Basic White shirt,0
fine,0
Nice affordable garment,1
Nice affordable garment,1
Fit well,1
Looks good,1
Not sure about wrinkle-free,2
Very nice dress shirt,1
Nice fit,1
Fit like a glove,1
Looks great,1
Damn good shirt,1
spot on fit and quality,1
The quality was about expected for a $20 shirt,1
Little small in the arms,0
Like the brand and it fit just fine,1
Perfect fit - wrinkle free- less than half the price you'll pay at the mall,1
"It says in description to be ""fitted"" and I encountered that is not really fitted style",2
Nonetheless I like it,1
Fits well,1
Est찼 bien,0
Fit was great and the fabric was comfortable,1
YOU GET WHAT YOU PAY FOR,0
Great shirt for the money in my opinion,1
Yep,0
Buying dress shirts online works,1
These are great,1
Fit well,1
Great price,1
"Wish the manufacturers would still make sleeve lengths in ""consistent"" sizes, e",2
14 - 32 and 14 - 33 instead of 14 - 32/33,2
great thanks,1
Shirts was a perfect fit,1
"Met all of my expectations as far as comfort, style, and material",1
Beautiful on,1
Great fit,1
Doesn't wrinkle easy,1
Exactly what I was looking for as a piece of the Groomsmen outfit for a friend's wedding,1
Just what i wanted,1
"My husband is a small man, 5'4"" with a trim build from cycling",0
Wore it with a three piece suit so it wasn't noticeable,0
Nice shirt,1
Still the best dress shirt for the money on the market,1
Awesome,1
"As expected, no surprises",1
Its a shirt,0
fits well except for the sleeves are little bit shorter than my usual 32/33 shirts,1
Nice fit,1
Isn't so big around the waist like most dress shirts,2
Good quality,1
Great value,1
The size fits perfect,1
"16 1/2"" neck and 37"" sleeve and tapered so it is not baggy",0
I was very suprised with this shirt,0
The quality is excellent and it fit as I expected,1
I recommend it to all,1
Nice shirt,1
Perfect fit and color was exactly what I needed,1
Just the fit I was looking for in an athletic clothing style,1
Good fit and I like the color,1
Shirt fits perfect,1
"Fits perfect, thanks",1
"Does not fit as well as the other Van Heusen shirts I own, which is pretty weird",1
Church,0
These are very nice shirts at a decent price,1
Fit was right on,1
The sleeve area is very large too,2
not impressed,2
Material as ordered and a great fit,1
Van Heusen best shirts on the market,1
Love it,1
It's exactly what I ordered,1
will definitely be buying again,1
great work shirts,1
"Not very long, it keeps coming untucked on me",2
I like this brand,1
It's value for money is good,1
They use strong and thick material,1
All and all recommended,1
The shirt fits just right and speedy delivery,1
A+++,1
"So far, so good",1
I wear these black shirts as a restaurant waiter and these Van Heusen are a good combination of quality and value,1
"fits great, beautiful color, my boyfriend loves this shirt, nice quality good feel, fits well",1
Great quality,1
Very nice shirt at a great price,1
Nice comfortable shirt,1
Fits as expected,1
I would buy again,1
Good,1
The shirt fit nice,1
"I have a fat neck, and I found this shirt to be very accommodating",1
"Overall, I enjoy wearing this shirt",1
It would have been a fine shirt had I been a normal weight,2
Well made and does fit pretty well,1
Just a tad looser than I expected,1
Great shirt for the price,1
This shirt fits perfectly every time,1
The only one I'll buy,1
Nice dress shirt,1
This was a great purchase,1
The sizing chart helped me choose the correct size for my son and it fits like it was made for him,0
I orderd this for my tall,0
"6'4""",0
and thin son,0
Fit perfectly,1
Perfect fit,1
Perfect for work,1
Perfect value,1
I wear Van Heusen fitted Poplins every day,1
Blue and black are my fav,1
GREAT SHIRT,1
Great fit,1
Hope the black doesn't fade,0
Really like it as is,1
"who has a 17"" neck and a 30"" waist? That appears to by the only person this shirt will fit",1
it's not worth returning either so I'm stuck with it -- don't bother,1
"Product came as described, had no visible flaws, I am happy with and I would recommend this product for purchase",1
Don?셳 buy this unless you like big shirts,2
So upset I bought this,2
My son looks great,1
it also washes well with minimal wrinkling,1
Great shirt,1
Have paid more and couldn't get the wrinkles out,2
Happy with this purchase,1
Good fit,1
Would recommend,1
This shirt fits ok,1
Great material,1
Nice shirt for the price,1
Nice tapered fit,1
Excelente,1
Excelente,1
Not bad for the price,1
Wore it to work today for the first time,0
The fit was perfect and it stayed nicely tucked all day,1
"I was very pleased with the sharp, professional look",1
Easily the most wrinkle prone dress shirts I have ever purchased,1
Nice shirt,1
Comes out of the dryer ready to wear,1
Gift for my son,0
He loved it,1
Great FITTED shirt,1
Too blousy and no pocket,0
Not what I wanted,2
Great shirt,1
Perfect Shirt,1
Excellent,1
Wonderful quality product and service,1
Good fit,1
Material is nice,1
Only worn once so fingers crossed,0
The Van Heiden shirts look good and hold up well,1
Van Heusen is great great product at good prices,1
Item was perfect,1
"Fit perfectly, though I like my sleeves a smidge longer",1
"Nicest shirts I own, great look and fit, have stood up to two years of weekly wear and washing",1
This shirt fits really well,1
"If you stick to the size chart, you will be satisfied",1
"5 and up, fitted shirts are hard to find",1
This is excellent,1
This is a great basic everyday and affordable shirt that looks great and is well made,1
like it,1
Good quality and fit as expected,1
Like the color,1
Great fitting shirt,1
Just what I needed,1
A quality black dress shirt that was less than $20,1
0,0
Comfortable fit and sized correctly,1
I like the slim fit cut,1
Material is decent,1
Perfect fit,1
Nice quality,1
Love how this shirt fits,1
and feels great,1
I've tried other more expensive shirt manufacturers and Van Heusen has them beat,1
Nuff said,0
gave away,0
Nice shirt and very good value,1
he's a server at an upscale restaurant,0
Great shirt,1
Great price,1
Fits well with very good quality,1
"Fits me perfectly, I'm 5'11 183 pounds",1
I have a very muscular build,0
broad shoulders and chest,0
and it is one of the few shirts fits well,1
has a slightly tapered waist,0
without cutting circulation off my shoulders and arms,1
My husband loved this shirt,1
Easy to wash and iron,1
love the fit,1
Can't beat Van Heusen,1
Great quality and feel,1
"Easy to iron, and hold up for quite sometime",1
This fitted version is especially stylish,1
Received many compliments on these,1
Shirt arrived as described,1
Accurate fit,1
Arrived on time,1
Good quality,1
"For the money, a great shirt",1
Can't beat the $19,1
99 price for a good quality dress shirt,1
"Collar is reinforced, so it doesn't lose its shape",1
Van Heusen fits me great,1
Van Heusen fits me great,1
"The shirt fits well, the feel is nice",1
Seems to be made well,1
Just as described - great product,1
Great fit,1
Good to have a shirt that isn't blousy,1
Wish there were more color options,2
This shirt fits great,1
"It's trim around the middle bit not too tight in the chest and arm areas like many ""slim fit"" cuts",2
product is fine,1
Excellent,1
will be purchasing a white shirt soon,1
Good quality shirt,1
I think I'd have to hit the gym for a few months before I could fit in it right,0
The fabric is nice though,1
Nice shirt,1
Neck a bit snug compared to other shirts marked this size,1
Nice look,1
Perfect fit,1
Great work shirt,1
Very comfortable,1
It looks terrific,1
